family,kernel,size,threads,variant,median_runtime_sec,median_wall_time_sec,all_runtimes_sec,last_output
polybench_style,conv2d,small,1,baseline,0.002429,0.004813671112060547,0.00234;0.004338;0.002429,"kernel=conv2d,size=small,n=256,threads=1,runtime_sec=0.002429"
polybench_style,conv2d,small,1,optimized,0.001996,0.006309986114501953,0.001996;0.001291;0.002127,"kernel=conv2d,size=small,n=256,threads=1,runtime_sec=0.002127"
polybench_style,conv2d,small,2,baseline,0.00278,0.006518840789794922,0.002755;0.002802;0.00278,"kernel=conv2d,size=small,n=256,threads=2,runtime_sec=0.002780"
polybench_style,conv2d,small,2,optimized,0.001154,0.004930019378662109,0.001156;0.001064;0.001154,"kernel=conv2d,size=small,n=256,threads=2,runtime_sec=0.001154"
polybench_style,conv2d,small,4,baseline,0.001478,0.005034446716308594,0.001478;0.001734;0.001464,"kernel=conv2d,size=small,n=256,threads=4,runtime_sec=0.001464"
polybench_style,conv2d,small,4,optimized,0.000717,0.004332542419433594,0.000765;0.000717;0.000708,"kernel=conv2d,size=small,n=256,threads=4,runtime_sec=0.000708"
polybench_style,conv2d,small,8,baseline,0.00111,0.004929304122924805,0.00111;0.001447;0.001106,"kernel=conv2d,size=small,n=256,threads=8,runtime_sec=0.001106"
polybench_style,conv2d,small,8,optimized,0.000459,0.004195213317871094,0.00048;0.000459;0.00045,"kernel=conv2d,size=small,n=256,threads=8,runtime_sec=0.000450"
polybench_style,conv2d,small,16,baseline,0.000607,0.005097866058349609,0.000872;0.000607;0.000605,"kernel=conv2d,size=small,n=256,threads=16,runtime_sec=0.000605"
polybench_style,conv2d,small,16,optimized,0.000439,0.0048215389251708984,0.000431;0.000463;0.000439,"kernel=conv2d,size=small,n=256,threads=16,runtime_sec=0.000439"
polybench_style,conv2d,standard,1,baseline,0.016189,0.026450395584106445,0.016189;0.01416;0.016834,"kernel=conv2d,size=standard,n=512,threads=1,runtime_sec=0.016834"
polybench_style,conv2d,standard,1,optimized,0.007463,0.01769542694091797,0.007371;0.007463;0.008496,"kernel=conv2d,size=standard,n=512,threads=1,runtime_sec=0.008496"
polybench_style,conv2d,standard,2,baseline,0.009588,0.01699519157409668,0.008735;0.009588;0.010694,"kernel=conv2d,size=standard,n=512,threads=2,runtime_sec=0.010694"
polybench_style,conv2d,standard,2,optimized,0.004678,0.011419534683227539,0.00483;0.004583;0.004678,"kernel=conv2d,size=standard,n=512,threads=2,runtime_sec=0.004678"
polybench_style,conv2d,standard,4,baseline,0.005721,0.011476516723632812,0.005721;0.005438;0.006019,"kernel=conv2d,size=standard,n=512,threads=4,runtime_sec=0.006019"
polybench_style,conv2d,standard,4,optimized,0.002288,0.0079498291015625,0.002288;0.002343;0.00224,"kernel=conv2d,size=standard,n=512,threads=4,runtime_sec=0.002240"
polybench_style,conv2d,standard,8,baseline,0.003085,0.008367776870727539,0.003121;0.003085;0.002863,"kernel=conv2d,size=standard,n=512,threads=8,runtime_sec=0.002863"
polybench_style,conv2d,standard,8,optimized,0.001302,0.0064945220947265625,0.001275;0.001344;0.001302,"kernel=conv2d,size=standard,n=512,threads=8,runtime_sec=0.001302"
polybench_style,conv2d,standard,16,baseline,0.001878,0.007823944091796875,0.001878;0.001882;0.001605,"kernel=conv2d,size=standard,n=512,threads=16,runtime_sec=0.001605"
polybench_style,conv2d,standard,16,optimized,0.000834,0.006700277328491211,0.000834;0.000832;0.000959,"kernel=conv2d,size=standard,n=512,threads=16,runtime_sec=0.000959"
polybench_style,conv2d,large,1,baseline,0.022011,0.041771888732910156,0.020702;0.022353;0.022011,"kernel=conv2d,size=large,n=768,threads=1,runtime_sec=0.022011"
polybench_style,conv2d,large,1,optimized,0.013739,0.02936410903930664,0.014414;0.013739;0.013188,"kernel=conv2d,size=large,n=768,threads=1,runtime_sec=0.013188"
polybench_style,conv2d,large,2,baseline,0.017683,0.027732372283935547,0.015814;0.017683;0.018112,"kernel=conv2d,size=large,n=768,threads=2,runtime_sec=0.018112"
polybench_style,conv2d,large,2,optimized,0.007752,0.02009296417236328,0.008934;0.007752;0.007732,"kernel=conv2d,size=large,n=768,threads=2,runtime_sec=0.007732"
polybench_style,conv2d,large,4,baseline,0.011336,0.017667770385742188,0.010283;0.011336;0.011899,"kernel=conv2d,size=large,n=768,threads=4,runtime_sec=0.011899"
polybench_style,conv2d,large,4,optimized,0.005178,0.01367044448852539,0.005178;0.005395;0.005168,"kernel=conv2d,size=large,n=768,threads=4,runtime_sec=0.005168"
polybench_style,conv2d,large,8,baseline,0.006252,0.012739181518554688,0.006252;0.006117;0.006654,"kernel=conv2d,size=large,n=768,threads=8,runtime_sec=0.006654"
polybench_style,conv2d,large,8,optimized,0.002679,0.008792877197265625,0.002275;0.002679;0.002708,"kernel=conv2d,size=large,n=768,threads=8,runtime_sec=0.002708"
polybench_style,conv2d,large,16,baseline,0.003358,0.010510683059692383,0.003562;0.003358;0.003321,"kernel=conv2d,size=large,n=768,threads=16,runtime_sec=0.003321"
polybench_style,conv2d,large,16,optimized,0.001612,0.008512258529663086,0.001514;0.001612;0.001756,"kernel=conv2d,size=large,n=768,threads=16,runtime_sec=0.001756"
polybench_style,conv3d,small,1,baseline,0.019328,0.030620336532592773,0.018725;0.019328;0.020063,"kernel=conv3d,size=small,n=256,threads=1,runtime_sec=0.020063"
polybench_style,conv3d,small,1,optimized,0.010492,0.0191190242767334,0.010492;0.009563;0.010869,"kernel=conv3d,size=small,n=256,threads=1,runtime_sec=0.010869"
polybench_style,conv3d,small,2,baseline,0.013769,0.020726680755615234,0.013985;0.013673;0.013769,"kernel=conv3d,size=small,n=256,threads=2,runtime_sec=0.013769"
polybench_style,conv3d,small,2,optimized,0.005784,0.011017084121704102,0.003984;0.00699;0.005784,"kernel=conv3d,size=small,n=256,threads=2,runtime_sec=0.005784"
polybench_style,conv3d,small,4,baseline,0.007752,0.012593746185302734,0.008072;0.007029;0.007752,"kernel=conv3d,size=small,n=256,threads=4,runtime_sec=0.007752"
polybench_style,conv3d,small,4,optimized,0.003507,0.009238958358764648,0.003596;0.00325;0.003507,"kernel=conv3d,size=small,n=256,threads=4,runtime_sec=0.003507"
polybench_style,conv3d,small,8,baseline,0.004416,0.009276866912841797,0.004091;0.004416;0.004523,"kernel=conv3d,size=small,n=256,threads=8,runtime_sec=0.004523"
polybench_style,conv3d,small,8,optimized,0.002056,0.0068073272705078125,0.002056;0.002106;0.001895,"kernel=conv3d,size=small,n=256,threads=8,runtime_sec=0.001895"
polybench_style,conv3d,small,16,baseline,0.002544,0.007943391799926758,0.002544;0.002974;0.002226,"kernel=conv3d,size=small,n=256,threads=16,runtime_sec=0.002226"
polybench_style,conv3d,small,16,optimized,0.001395,0.006998300552368164,0.001386;0.001395;0.001599,"kernel=conv3d,size=small,n=256,threads=16,runtime_sec=0.001599"
polybench_style,conv3d,standard,1,baseline,0.082589,0.12681007385253906,0.093082;0.082589;0.079278,"kernel=conv3d,size=standard,n=512,threads=1,runtime_sec=0.079278"
polybench_style,conv3d,standard,1,optimized,0.050228,0.09348249435424805,0.049704;0.050228;0.050663,"kernel=conv3d,size=standard,n=512,threads=1,runtime_sec=0.050663"
polybench_style,conv3d,standard,2,baseline,0.04271,0.07367777824401855,0.043302;0.04271;0.042601,"kernel=conv3d,size=standard,n=512,threads=2,runtime_sec=0.042601"
polybench_style,conv3d,standard,2,optimized,0.028113,0.0590510368347168,0.027468;0.028135;0.028113,"kernel=conv3d,size=standard,n=512,threads=2,runtime_sec=0.028113"
polybench_style,conv3d,standard,4,baseline,0.02848,0.050211429595947266,0.029725;0.028388;0.02848,"kernel=conv3d,size=standard,n=512,threads=4,runtime_sec=0.028480"
polybench_style,conv3d,standard,4,optimized,0.018997,0.04055142402648926,0.018997;0.018772;0.020202,"kernel=conv3d,size=standard,n=512,threads=4,runtime_sec=0.020202"
polybench_style,conv3d,standard,8,baseline,0.021478,0.036875009536743164,0.022305;0.021478;0.018583,"kernel=conv3d,size=standard,n=512,threads=8,runtime_sec=0.018583"
polybench_style,conv3d,standard,8,optimized,0.012121,0.02602863311767578,0.012121;0.010598;0.012469,"kernel=conv3d,size=standard,n=512,threads=8,runtime_sec=0.012469"
polybench_style,conv3d,standard,16,baseline,0.013987,0.02483367919921875,0.013987;0.014366;0.012372,"kernel=conv3d,size=standard,n=512,threads=16,runtime_sec=0.012372"
polybench_style,conv3d,standard,16,optimized,0.005614,0.01574563980102539,0.006301;0.00551;0.005614,"kernel=conv3d,size=standard,n=512,threads=16,runtime_sec=0.005614"
polybench_style,conv3d,large,1,baseline,0.668034,0.7672114372253418,0.719753;0.668034;0.468105,"kernel=conv3d,size=large,n=768,threads=1,runtime_sec=0.468105"
polybench_style,conv3d,large,1,optimized,0.28735,0.3852686882019043,0.288908;0.282642;0.28735,"kernel=conv3d,size=large,n=768,threads=1,runtime_sec=0.287350"
polybench_style,conv3d,large,2,baseline,0.152311,0.21904706954956055,0.154043;0.149859;0.152311,"kernel=conv3d,size=large,n=768,threads=2,runtime_sec=0.152311"
polybench_style,conv3d,large,2,optimized,0.125029,0.18990707397460938,0.125321;0.125029;0.124893,"kernel=conv3d,size=large,n=768,threads=2,runtime_sec=0.124893"
polybench_style,conv3d,large,4,baseline,0.084303,0.1262979507446289,0.087033;0.080013;0.084303,"kernel=conv3d,size=large,n=768,threads=4,runtime_sec=0.084303"
polybench_style,conv3d,large,4,optimized,0.067233,0.11162114143371582,0.067165;0.067233;0.068283,"kernel=conv3d,size=large,n=768,threads=4,runtime_sec=0.068283"
polybench_style,conv3d,large,8,baseline,0.046941,0.08095073699951172,0.045519;0.046941;0.048123,"kernel=conv3d,size=large,n=768,threads=8,runtime_sec=0.048123"
polybench_style,conv3d,large,8,optimized,0.036272,0.0698096752166748,0.036055;0.036438;0.036272,"kernel=conv3d,size=large,n=768,threads=8,runtime_sec=0.036272"
polybench_style,conv3d,large,16,baseline,0.029787,0.05583834648132324,0.028954;0.030014;0.029787,"kernel=conv3d,size=large,n=768,threads=16,runtime_sec=0.029787"
polybench_style,conv3d,large,16,optimized,0.025158,0.05057692527770996,0.024614;0.025158;0.025382,"kernel=conv3d,size=large,n=768,threads=16,runtime_sec=0.025382"
rodinia_style,hotspot,small,1,baseline,0.002535,0.0050618648529052734,0.005392;0.002412;0.002535,"kernel=hotspot,size=small,n=256,threads=1,runtime_sec=0.002535"
rodinia_style,hotspot,small,1,optimized,0.001185,0.003934383392333984,0.001185;0.001158;0.001635,"kernel=hotspot,size=small,n=256,threads=1,runtime_sec=0.001635"
rodinia_style,hotspot,small,2,baseline,0.002762,0.006525754928588867,0.002153;0.002762;0.002785,"kernel=hotspot,size=small,n=256,threads=2,runtime_sec=0.002785"
rodinia_style,hotspot,small,2,optimized,0.001089,0.004922389984130859,0.001152;0.001076;0.001089,"kernel=hotspot,size=small,n=256,threads=2,runtime_sec=0.001089"
rodinia_style,hotspot,small,4,baseline,0.001457,0.005004167556762695,0.001455;0.001457;0.001771,"kernel=hotspot,size=small,n=256,threads=4,runtime_sec=0.001771"
rodinia_style,hotspot,small,4,optimized,0.000631,0.004121065139770508,0.000773;0.000631;0.000606,"kernel=hotspot,size=small,n=256,threads=4,runtime_sec=0.000606"
rodinia_style,hotspot,small,8,baseline,0.000838,0.004596710205078125,0.000838;0.001155;0.000827,"kernel=hotspot,size=small,n=256,threads=8,runtime_sec=0.000827"
rodinia_style,hotspot,small,8,optimized,0.000433,0.0042035579681396484,0.000433;0.000428;0.000444,"kernel=hotspot,size=small,n=256,threads=8,runtime_sec=0.000444"
rodinia_style,hotspot,small,16,baseline,0.000605,0.00498509407043457,0.000584;0.000605;0.000852,"kernel=hotspot,size=small,n=256,threads=16,runtime_sec=0.000852"
rodinia_style,hotspot,small,16,optimized,0.000422,0.004887104034423828,0.000422;0.000407;0.000496,"kernel=hotspot,size=small,n=256,threads=16,runtime_sec=0.000496"
rodinia_style,hotspot,standard,1,baseline,0.014232,0.025433778762817383,0.014168;0.014232;0.018515,"kernel=hotspot,size=standard,n=512,threads=1,runtime_sec=0.018515"
rodinia_style,hotspot,standard,1,optimized,0.008586,0.018285751342773438,0.008586;0.006725;0.008904,"kernel=hotspot,size=standard,n=512,threads=1,runtime_sec=0.008904"
rodinia_style,hotspot,standard,2,baseline,0.010883,0.018341064453125,0.01104;0.010702;0.010883,"kernel=hotspot,size=standard,n=512,threads=2,runtime_sec=0.010883"
rodinia_style,hotspot,standard,2,optimized,0.004874,0.011845111846923828,0.004874;0.00469;0.004884,"kernel=hotspot,size=standard,n=512,threads=2,runtime_sec=0.004884"
rodinia_style,hotspot,standard,4,baseline,0.005436,0.010582685470581055,0.00545;0.005436;0.005427,"kernel=hotspot,size=standard,n=512,threads=4,runtime_sec=0.005427"
rodinia_style,hotspot,standard,4,optimized,0.00223,0.007683992385864258,0.002335;0.00216;0.00223,"kernel=hotspot,size=standard,n=512,threads=4,runtime_sec=0.002230"
rodinia_style,hotspot,standard,8,baseline,0.003123,0.008060693740844727,0.003123;0.00286;0.00315,"kernel=hotspot,size=standard,n=512,threads=8,runtime_sec=0.003150"
rodinia_style,hotspot,standard,8,optimized,0.001254,0.006459712982177734,0.001254;0.001322;0.001201,"kernel=hotspot,size=standard,n=512,threads=8,runtime_sec=0.001201"
rodinia_style,hotspot,standard,16,baseline,0.001916,0.007739543914794922,0.001916;0.001904;0.001937,"kernel=hotspot,size=standard,n=512,threads=16,runtime_sec=0.001937"
rodinia_style,hotspot,standard,16,optimized,0.000849,0.006300449371337891,0.000837;0.000849;0.000878,"kernel=hotspot,size=standard,n=512,threads=16,runtime_sec=0.000878"
rodinia_style,hotspot,large,1,baseline,0.022516,0.043004751205444336,0.022516;0.023491;0.020369,"kernel=hotspot,size=large,n=768,threads=1,runtime_sec=0.020369"
rodinia_style,hotspot,large,1,optimized,0.01346,0.027767658233642578,0.015379;0.01346;0.013224,"kernel=hotspot,size=large,n=768,threads=1,runtime_sec=0.013224"
rodinia_style,hotspot,large,2,baseline,0.01727,0.029158592224121094,0.016977;0.01772;0.01727,"kernel=hotspot,size=large,n=768,threads=2,runtime_sec=0.017270"
rodinia_style,hotspot,large,2,optimized,0.009008,0.021035194396972656,0.009367;0.008821;0.009008,"kernel=hotspot,size=large,n=768,threads=2,runtime_sec=0.009008"
rodinia_style,hotspot,large,4,baseline,0.011319,0.020216941833496094,0.011307;0.011319;0.011579,"kernel=hotspot,size=large,n=768,threads=4,runtime_sec=0.011579"
rodinia_style,hotspot,large,4,optimized,0.005249,0.013005256652832031,0.005392;0.005151;0.005249,"kernel=hotspot,size=large,n=768,threads=4,runtime_sec=0.005249"
rodinia_style,hotspot,large,8,baseline,0.006817,0.013439178466796875,0.006817;0.006928;0.006385,"kernel=hotspot,size=large,n=768,threads=8,runtime_sec=0.006385"
rodinia_style,hotspot,large,8,optimized,0.002634,0.007889747619628906,0.002593;0.002634;0.002645,"kernel=hotspot,size=large,n=768,threads=8,runtime_sec=0.002645"
rodinia_style,hotspot,large,16,baseline,0.003558,0.010897636413574219,0.003558;0.003319;0.004099,"kernel=hotspot,size=large,n=768,threads=16,runtime_sec=0.004099"
rodinia_style,hotspot,large,16,optimized,0.00148,0.00882863998413086,0.001696;0.001443;0.00148,"kernel=hotspot,size=large,n=768,threads=16,runtime_sec=0.001480"
rodinia_style,particlefilter,small,1,baseline,0.50667,0.5300486087799072,0.507635;0.50667;0.498061,"kernel=particlefilter,size=small,n=256,threads=1,runtime_sec=0.498061"
rodinia_style,particlefilter,small,1,optimized,0.500704,0.5228750705718994,0.501458;0.500704;0.499856,"kernel=particlefilter,size=small,n=256,threads=1,runtime_sec=0.499856"
rodinia_style,particlefilter,small,2,baseline,0.262303,0.27719879150390625,0.260604;0.262992;0.262303,"kernel=particlefilter,size=small,n=256,threads=2,runtime_sec=0.262303"
rodinia_style,particlefilter,small,2,optimized,0.255903,0.266587495803833,0.254077;0.255903;0.262724,"kernel=particlefilter,size=small,n=256,threads=2,runtime_sec=0.262724"
rodinia_style,particlefilter,small,4,baseline,0.148382,0.15786385536193848,0.148382;0.145945;0.15068,"kernel=particlefilter,size=small,n=256,threads=4,runtime_sec=0.150680"
rodinia_style,particlefilter,small,4,optimized,0.146285,0.15549039840698242,0.142439;0.147294;0.146285,"kernel=particlefilter,size=small,n=256,threads=4,runtime_sec=0.146285"
rodinia_style,particlefilter,small,8,baseline,0.084777,0.09178471565246582,0.084605;0.084777;0.08484,"kernel=particlefilter,size=small,n=256,threads=8,runtime_sec=0.084840"
rodinia_style,particlefilter,small,8,optimized,0.085554,0.0921015739440918,0.085554;0.085573;0.085285,"kernel=particlefilter,size=small,n=256,threads=8,runtime_sec=0.085285"
rodinia_style,particlefilter,small,16,baseline,0.052459,0.0587005615234375,0.052459;0.052744;0.05231,"kernel=particlefilter,size=small,n=256,threads=16,runtime_sec=0.052310"
rodinia_style,particlefilter,small,16,optimized,0.052249,0.05826544761657715,0.050209;0.052249;0.052277,"kernel=particlefilter,size=small,n=256,threads=16,runtime_sec=0.052277"
rodinia_style,particlefilter,standard,1,baseline,0.999763,1.0184326171875,0.999763;0.998532;1.012718,"kernel=particlefilter,size=standard,n=512,threads=1,runtime_sec=1.012718"
rodinia_style,particlefilter,standard,1,optimized,1.030384,1.0661566257476807,0.992951;1.030384;1.063667,"kernel=particlefilter,size=standard,n=512,threads=1,runtime_sec=1.063667"
rodinia_style,particlefilter,standard,2,baseline,0.507047,0.5327327251434326,0.506153;0.507798;0.507047,"kernel=particlefilter,size=standard,n=512,threads=2,runtime_sec=0.507047"
rodinia_style,particlefilter,standard,2,optimized,0.502893,0.5271954536437988,0.502066;0.504332;0.502893,"kernel=particlefilter,size=standard,n=512,threads=2,runtime_sec=0.502893"
rodinia_style,particlefilter,standard,4,baseline,0.275075,0.2917807102203369,0.274719;0.275075;0.275478,"kernel=particlefilter,size=standard,n=512,threads=4,runtime_sec=0.275478"
rodinia_style,particlefilter,standard,4,optimized,0.274148,0.290360689163208,0.273558;0.279061;0.274148,"kernel=particlefilter,size=standard,n=512,threads=4,runtime_sec=0.274148"
rodinia_style,particlefilter,standard,8,baseline,0.151765,0.16226863861083984,0.151326;0.169691;0.151765,"kernel=particlefilter,size=standard,n=512,threads=8,runtime_sec=0.151765"
rodinia_style,particlefilter,standard,8,optimized,0.16772,0.1777653694152832,0.16772;0.151432;0.17035,"kernel=particlefilter,size=standard,n=512,threads=8,runtime_sec=0.170350"
rodinia_style,particlefilter,standard,16,baseline,0.112495,0.12242293357849121,0.11462;0.111109;0.112495,"kernel=particlefilter,size=standard,n=512,threads=16,runtime_sec=0.112495"
rodinia_style,particlefilter,standard,16,optimized,0.112932,0.1189720630645752,0.119135;0.09969;0.112932,"kernel=particlefilter,size=standard,n=512,threads=16,runtime_sec=0.112932"
rodinia_style,particlefilter,large,1,baseline,1.499476,1.5419061183929443,1.500089;1.499476;1.498366,"kernel=particlefilter,size=large,n=768,threads=1,runtime_sec=1.498366"
rodinia_style,particlefilter,large,1,optimized,1.486323,1.5334179401397705,1.493825;1.486323;1.486048,"kernel=particlefilter,size=large,n=768,threads=1,runtime_sec=1.486048"
rodinia_style,particlefilter,large,2,baseline,0.753161,0.7855334281921387,0.753322;0.753161;0.752786,"kernel=particlefilter,size=large,n=768,threads=2,runtime_sec=0.752786"
rodinia_style,particlefilter,large,2,optimized,0.747283,0.7805509567260742,0.747009;0.749937;0.747283,"kernel=particlefilter,size=large,n=768,threads=2,runtime_sec=0.747283"
rodinia_style,particlefilter,large,4,baseline,0.404624,0.4264044761657715,0.403589;0.430535;0.404624,"kernel=particlefilter,size=large,n=768,threads=4,runtime_sec=0.404624"
rodinia_style,particlefilter,large,4,optimized,0.400033,0.4127779006958008,0.402571;0.394185;0.400033,"kernel=particlefilter,size=large,n=768,threads=4,runtime_sec=0.400033"
rodinia_style,particlefilter,large,8,baseline,0.233881,0.24758219718933105,0.233881;0.233099;0.234498,"kernel=particlefilter,size=large,n=768,threads=8,runtime_sec=0.234498"
rodinia_style,particlefilter,large,8,optimized,0.233251,0.2476801872253418,0.216036;0.234162;0.233251,"kernel=particlefilter,size=large,n=768,threads=8,runtime_sec=0.233251"
rodinia_style,particlefilter,large,16,baseline,0.160894,0.1743769645690918,0.160894;0.169085;0.150866,"kernel=particlefilter,size=large,n=768,threads=16,runtime_sec=0.150866"
rodinia_style,particlefilter,large,16,optimized,0.159889,0.16690754890441895,0.171918;0.146808;0.159889,"kernel=particlefilter,size=large,n=768,threads=16,runtime_sec=0.159889"
rodinia_style,srad,small,1,baseline,0.002266,0.004362821578979492,0.004424;0.001476;0.002266,"kernel=srad,size=small,n=256,threads=1,runtime_sec=0.002266"
rodinia_style,srad,small,1,optimized,0.000883,0.0029435157775878906,0.000883;0.000863;0.001072,"kernel=srad,size=small,n=256,threads=1,runtime_sec=0.001072"
rodinia_style,srad,small,2,baseline,0.002118,0.0046803951263427734,0.001714;0.003077;0.002118,"kernel=srad,size=small,n=256,threads=2,runtime_sec=0.002118"
rodinia_style,srad,small,2,optimized,0.000989,0.004395484924316406,0.000814;0.001137;0.000989,"kernel=srad,size=small,n=256,threads=2,runtime_sec=0.000989"
rodinia_style,srad,small,4,baseline,0.001496,0.004891872406005859,0.001743;0.001426;0.001496,"kernel=srad,size=small,n=256,threads=4,runtime_sec=0.001496"
rodinia_style,srad,small,4,optimized,0.000616,0.0040798187255859375,0.00061;0.000616;0.000699,"kernel=srad,size=small,n=256,threads=4,runtime_sec=0.000699"
rodinia_style,srad,small,8,baseline,0.000796,0.00444340705871582,0.001077;0.000787;0.000796,"kernel=srad,size=small,n=256,threads=8,runtime_sec=0.000796"
rodinia_style,srad,small,8,optimized,0.000398,0.004014015197753906,0.000392;0.000468;0.000398,"kernel=srad,size=small,n=256,threads=8,runtime_sec=0.000398"
rodinia_style,srad,small,16,baseline,0.000839,0.005076408386230469,0.00088;0.000831;0.000839,"kernel=srad,size=small,n=256,threads=16,runtime_sec=0.000839"
rodinia_style,srad,small,16,optimized,0.000422,0.0046613216400146484,0.000422;0.000422;0.000448,"kernel=srad,size=small,n=256,threads=16,runtime_sec=0.000448"
rodinia_style,srad,standard,1,baseline,0.016108,0.027622699737548828,0.01367;0.016108;0.017064,"kernel=srad,size=standard,n=512,threads=1,runtime_sec=0.017064"
rodinia_style,srad,standard,1,optimized,0.00894,0.020214319229125977,0.00894;0.009566;0.00852,"kernel=srad,size=standard,n=512,threads=1,runtime_sec=0.008520"
rodinia_style,srad,standard,2,baseline,0.00951,0.016736745834350586,0.00951;0.009285;0.01055,"kernel=srad,size=standard,n=512,threads=2,runtime_sec=0.010550"
rodinia_style,srad,standard,2,optimized,0.004176,0.010436773300170898,0.004736;0.004176;0.003857,"kernel=srad,size=standard,n=512,threads=2,runtime_sec=0.003857"
rodinia_style,srad,standard,4,baseline,0.005742,0.011302709579467773,0.007932;0.005742;0.005438,"kernel=srad,size=standard,n=512,threads=4,runtime_sec=0.005438"
rodinia_style,srad,standard,4,optimized,0.0022,0.007836103439331055,0.002158;0.002224;0.0022,"kernel=srad,size=standard,n=512,threads=4,runtime_sec=0.002200"
rodinia_style,srad,standard,8,baseline,0.003092,0.008352279663085938,0.003092;0.00281;0.003716,"kernel=srad,size=standard,n=512,threads=8,runtime_sec=0.003716"
rodinia_style,srad,standard,8,optimized,0.00126,0.0062100887298583984,0.00114;0.00126;0.001279,"kernel=srad,size=standard,n=512,threads=8,runtime_sec=0.001279"
rodinia_style,srad,standard,16,baseline,0.0028,0.00825047492980957,0.003023;0.0028;0.002735,"kernel=srad,size=standard,n=512,threads=16,runtime_sec=0.002735"
rodinia_style,srad,standard,16,optimized,0.001081,0.005969047546386719,0.001136;0.001042;0.001081,"kernel=srad,size=standard,n=512,threads=16,runtime_sec=0.001081"
rodinia_style,srad,large,1,baseline,0.020955,0.03958487510681152,0.021434;0.020902;0.020955,"kernel=srad,size=large,n=768,threads=1,runtime_sec=0.020955"
rodinia_style,srad,large,1,optimized,0.013026,0.03147768974304199,0.013813;0.013026;0.012013,"kernel=srad,size=large,n=768,threads=1,runtime_sec=0.012013"
rodinia_style,srad,large,2,baseline,0.01714,0.02926921844482422,0.015384;0.01714;0.017792,"kernel=srad,size=large,n=768,threads=2,runtime_sec=0.017792"
rodinia_style,srad,large,2,optimized,0.008885,0.021092891693115234,0.008781;0.00941;0.008885,"kernel=srad,size=large,n=768,threads=2,runtime_sec=0.008885"
rodinia_style,srad,large,4,baseline,0.01135,0.020160198211669922,0.011186;0.01135;0.017177,"kernel=srad,size=large,n=768,threads=4,runtime_sec=0.017177"
rodinia_style,srad,large,4,optimized,0.005264,0.014289379119873047,0.005334;0.004246;0.005264,"kernel=srad,size=large,n=768,threads=4,runtime_sec=0.005264"
rodinia_style,srad,large,8,baseline,0.006744,0.013525247573852539,0.006778;0.006435;0.006744,"kernel=srad,size=large,n=768,threads=8,runtime_sec=0.006744"
rodinia_style,srad,large,8,optimized,0.002471,0.007846593856811523,0.002471;0.002229;0.002495,"kernel=srad,size=large,n=768,threads=8,runtime_sec=0.002495"
rodinia_style,srad,large,16,baseline,0.003814,0.007502317428588867,0.010469;0.003814;0.003087,"kernel=srad,size=large,n=768,threads=16,runtime_sec=0.003087"
rodinia_style,srad,large,16,optimized,0.001282,0.005213022232055664,0.00168;0.001282;0.001279,"kernel=srad,size=large,n=768,threads=16,runtime_sec=0.001279"
